# generated by cr_sim.data.engagement -- regenerate, do not hand-edit
# head-on 1v1 at tournament standard. free_hits is what the longer-ranged unit lands before the other closes.
a,b,winner,a_hits,b_hits,seconds,free_hits,untouched,note
ElectroWizard,RascalGirl,a,3,5,4.80,0,,
ElectroWizard,Rascals,b,5,4,9.80,0,,
ElectroWizard,Ronin,b,3,2,4.93,0,,
ElectroWizard,RoyalGiant,a,28,0,49.80,28,yes,b cannot target a
ElectroWizard,RoyalHogs,a,8,0,13.80,8,yes,b cannot target a
ElectroWizard,RoyalRecruits,b,6,6,10.70,0,,
ElectroWizard,SkeletonArmy,a,1,0,1.20,1,yes,
ElectroWizard,SkeletonDragons,a,5,3,8.40,1,,
ElectroWizard,SkeletonKing,b,5,4,9.90,0,,
ElectroWizard,SkeletonWarriors,a,4,4,6.60,1,,
ElectroWizard,Skeletons,a,1,0,1.20,1,yes,
ElectroWizard,SpearGoblins,a,2,2,3.00,0,,
ElectroWizard,Tesla,b,2,4,4.00,1,,
ElectroWizard,ThreeMusketeers,b,2,4,4.60,1,,
ElectroWizard,Valkyrie,b,4,3,8.20,0,,
ElectroWizard,Wallbreakers,a,3,0,4.80,3,yes,b cannot target a
ElectroWizard,Witch,b,3,6,5.90,2,,
ElectroWizard,WitchMother,b,3,6,5.70,1,,
ElectroWizard,Wizard,b,2,3,3.80,1,,
ElectroWizard,Wizard_EV1,b,2,3,3.80,1,,
ElectroWizard,Xbow,b,0,13,4.80,13,yes,
ElectroWizard,ZapMachine,b,2,1,3.00,0,,
ElectroWizard,goblinstein_doctor,b,5,6,10.30,1,,
EliteArcher,ElixirGolem,a,12,0,12.50,12,yes,b cannot target a
EliteArcher,ElixirGolem2,a,6,0,5.90,6,yes,b cannot target a
EliteArcher,ElixirGolem4,a,3,0,2.60,3,yes,b cannot target a
EliteArcher,FireSpirits,a,2,0,1.50,2,yes,
EliteArcher,Firecracker,a,3,0,2.60,3,yes,
EliteArcher,FirespiritHut,a,6,2,5.90,3,,
EliteArcher,Fisherman,a,7,1,7.00,7,,
EliteArcher,Ghost,b,8,3,8.67,0,,
EliteArcher,Giant,a,30,0,32.30,30,yes,b cannot target a
EliteArcher,GiantBuffer,a,21,0,22.40,21,yes,b cannot target a
EliteArcher,GiantSkeleton,b,8,2,8.50,0,,
EliteArcher,GoblinDemolisher,b,5,3,4.80,0,,
EliteArcher,GoblinGang,a,2,0,1.50,2,yes,
EliteArcher,GoblinGiant,a,24,0,25.70,24,yes,b cannot target a
EliteArcher,GoblinMachine,b,8,3,8.90,0,,
EliteArcher,Goblins,a,2,0,1.50,2,yes,
EliteArcher,Goblinstein,a,18,0,19.10,18,yes,b cannot target a
EliteArcher,GoldenKnight,b,9,4,9.20,0,,
EliteArcher,Golem,a,38,0,41.10,38,yes,b cannot target a
EliteArcher,Golemite,a,8,0,8.10,8,yes,b cannot target a
EliteArcher,Heal,a,2,0,1.50,2,yes,
EliteArcher,HogRider,a,13,0,13.60,13,yes,b cannot target a
EliteArcher,IceGolemite,a,10,0,10.30,10,yes,b cannot target a
EliteArcher,IceSpirits,a,2,0,1.50,2,yes,
EliteArcher,IceWizard,a,6,2,5.90,3,,
EliteArcher,InfernoDragon,b,6,6,6.70,0,,
EliteArcher,InfernoTower,a,13,0,13.60,13,yes,b is out-reached and cannot close
EliteArcher,KingTower,b,5,6,5.50,0,,
EliteArcher,Knight,b,8,3,8.90,0,,
EliteArcher,LavaHound,a,27,0,29.00,27,yes,b cannot target a
EliteArcher,LavaPups,a,2,0,1.50,2,yes,
EliteArcher,LittlePrince,a,6,4,5.90,2,,
EliteArcher,MegaKnight,b,8,2,8.70,0,,
EliteArcher,MegaMinion,a,7,1,7.00,6,,
EliteArcher,MightyMiner,b,8,6,8.10,0,,
EliteArcher,Miner,b,7,3,7.27,0,,
EliteArcher,MiniPekka,b,5,1,5.23,0,,
EliteArcher,MiniSparkys,a,4,0,3.70,4,yes,
EliteArcher,MinionHorde,a,2,0,1.50,2,yes,
EliteArcher,Minions,a,2,0,1.50,2,yes,
EliteArcher,Monk,b,8,4,8.80,0,,
EliteArcher,Mortar,b,4,2,8.40,1,,
EliteArcher,MovingCannon,b,4,3,3.70,0,,
EliteArcher,Musketeer,b,3,3,3.30,0,,
EliteArcher,Musketeer_EV1,b,3,3,3.30,0,,
EliteArcher,Pekka,b,8,1,9.03,0,,
EliteArcher,Phoenix,b,7,3,7.80,0,,
EliteArcher,Prince,b,7,2,7.70,0,,
EliteArcher,PrincessTower,b,3,6,4.00,2,,
EliteArcher,RageBarbarian,b,5,3,5.15,0,,
EliteArcher,RamRider,a,14,0,14.70,14,yes,b cannot target a
EliteArcher,RascalGirl,a,2,0,1.50,2,yes,
EliteArcher,Rascals,b,10,3,10.30,0,,
EliteArcher,Ronin,b,6,2,6.27,0,,
EliteArcher,RoyalGiant,a,24,0,25.70,24,yes,b cannot target a
EliteArcher,RoyalHogs,a,7,0,7.00,7,yes,b cannot target a
EliteArcher,RoyalRecruits,a,7,1,7.00,6,,
EliteArcher,SkeletonArmy,a,1,0,0.40,1,yes,
EliteArcher,SkeletonDragons,a,5,1,4.80,4,,
EliteArcher,SkeletonKing,b,10,3,10.30,0,,
EliteArcher,SkeletonWarriors,a,3,0,2.60,3,yes,
EliteArcher,Skeletons,a,1,0,0.40,1,yes,
EliteArcher,SpearGoblins,a,1,0,0.40,1,yes,
EliteArcher,Tesla,a,9,0,9.20,9,yes,b is out-reached and cannot close
EliteArcher,ThreeMusketeers,b,4,3,4.30,0,,
EliteArcher,Valkyrie,b,8,2,8.70,0,,
EliteArcher,Wallbreakers,a,3,0,2.60,3,yes,b cannot target a
EliteArcher,Witch,b,5,4,5.20,0,,
EliteArcher,WitchMother,a,4,2,3.70,2,,
EliteArcher,Wizard,b,4,2,3.90,0,,
EliteArcher,Wizard_EV1,b,4,2,3.90,0,,
EliteArcher,Xbow,b,0,10,3.60,10,yes,
EliteArcher,ZapMachine,b,5,1,5.67,0,,
EliteArcher,goblinstein_doctor,a,6,2,5.90,3,,
ElixirGolem,ElixirGolem2,neither,0,0,0.00,0,,neither can target the other
ElixirGolem,ElixirGolem4,neither,0,0,0.00,0,,neither can target the other
ElixirGolem,FireSpirits,stalemate,0,1,300.00,0,,a cannot target b; neither dies inside five minutes
ElixirGolem,Firecracker,b,0,25,74.35,25,yes,a cannot target b
ElixirGolem,FirespiritHut,b,0,9,14.80,9,yes,a cannot target b
ElixirGolem,Fisherman,b,0,9,11.60,9,yes,a cannot target b
ElixirGolem,Ghost,b,0,7,12.00,7,yes,a cannot target b
ElixirGolem,Giant,neither,0,0,0.00,0,,neither can target the other
ElixirGolem,GiantBuffer,neither,0,0,0.00,0,,neither can target the other
ElixirGolem,GiantSkeleton,b,0,6,7.50,6,yes,a cannot target b
ElixirGolem,GoblinDemolisher,b,0,9,9.40,9,yes,a cannot target b
ElixirGolem,GoblinGang,b,0,13,13.85,13,yes,a cannot target b
ElixirGolem,GoblinGiant,neither,0,0,0.00,0,,neither can target the other
ElixirGolem,GoblinMachine,b,0,7,7.90,7,yes,a cannot target b
ElixirGolem,Goblins,b,0,13,13.85,13,yes,a cannot target b
ElixirGolem,Goblinstein,neither,0,0,0.00,0,,neither can target the other
ElixirGolem,GoldenKnight,b,0,10,8.80,10,yes,a cannot target b
ElixirGolem,Golem,neither,0,0,0.00,0,,neither can target the other
ElixirGolem,Golemite,neither,0,0,0.00,0,,neither can target the other
ElixirGolem,Heal,stalemate,0,1,300.00,0,,a cannot target b; neither dies inside five minutes
ElixirGolem,HogRider,neither,0,0,0.00,0,,neither can target the other
ElixirGolem,IceGolemite,neither,0,0,0.00,0,,neither can target the other
ElixirGolem,IceSpirits,stalemate,0,1,300.00,0,,a cannot target b; neither dies inside five minutes
ElixirGolem,IceWizard,b,0,18,30.10,18,yes,a cannot target b
ElixirGolem,InfernoDragon,b,0,10,4.80,10,yes,a cannot target b
ElixirGolem,InfernoTower,b,0,8,4.00,8,yes,
ElixirGolem,KingTower,b,9,18,17.50,9,,
ElixirGolem,Knight,b,0,8,9.10,8,yes,a cannot target b
ElixirGolem,LavaHound,neither,0,0,0.00,0,,neither can target the other
ElixirGolem,LavaPups,b,0,20,33.00,20,yes,a cannot target b
ElixirGolem,LittlePrince,b,0,16,18.80,16,yes,a cannot target b
ElixirGolem,MegaKnight,b,0,6,9.70,6,yes,a cannot target b
ElixirGolem,MegaMinion,b,0,6,8.60,6,yes,a cannot target b
ElixirGolem,MightyMiner,b,0,10,4.30,10,yes,a cannot target b
ElixirGolem,Miner,b,0,9,11.20,9,yes,a cannot target b
ElixirGolem,MiniPekka,b,0,3,4.30,3,yes,a cannot target b
ElixirGolem,MiniSparkys,b,0,14,30.00,14,yes,a cannot target b
ElixirGolem,MinionHorde,b,0,15,17.50,15,yes,a cannot target b
ElixirGolem,Minions,b,0,15,17.50,15,yes,a cannot target b
ElixirGolem,Monk,b,0,12,9.40,12,yes,a cannot target b
ElixirGolem,Mortar,a,6,4,20.07,0,,
ElixirGolem,MovingCannon,b,0,8,6.70,8,yes,a cannot target b
ElixirGolem,Musketeer,b,0,8,7.30,8,yes,a cannot target b
ElixirGolem,Musketeer_EV1,b,0,8,7.30,8,yes,a cannot target b
ElixirGolem,Pekka,b,0,2,3.10,2,yes,a cannot target b
ElixirGolem,Phoenix,b,0,8,7.40,8,yes,a cannot target b
ElixirGolem,Prince,b,0,5,6.50,5,yes,a cannot target b
ElixirGolem,PrincessTower,b,4,18,13.60,12,,
ElixirGolem,RageBarbarian,b,0,7,5.25,7,yes,a cannot target b
ElixirGolem,RamRider,neither,0,0,0.00,0,,neither can target the other
ElixirGolem,RascalGirl,b,0,13,12.50,13,yes,a cannot target b
ElixirGolem,Rascals,b,0,8,11.60,8,yes,a cannot target b
ElixirGolem,Ronin,b,0,5,6.60,5,yes,a cannot target b
ElixirGolem,RoyalGiant,neither,0,0,0.00,0,,neither can target the other
ElixirGolem,RoyalHogs,neither,0,0,0.00,0,,neither can target the other
ElixirGolem,RoyalRecruits,b,0,12,15.10,12,yes,a cannot target b
ElixirGolem,SkeletonArmy,b,0,20,21.70,20,yes,a cannot target b
ElixirGolem,SkeletonDragons,b,0,11,21.60,11,yes,a cannot target b
ElixirGolem,SkeletonKing,b,0,8,12.50,8,yes,a cannot target b
ElixirGolem,SkeletonWarriors,b,0,14,13.50,14,yes,a cannot target b
ElixirGolem,Skeletons,b,0,20,21.70,20,yes,a cannot target b
ElixirGolem,SpearGoblins,b,0,20,31.50,20,yes,a cannot target b
ElixirGolem,Tesla,b,2,8,8.40,6,,
ElixirGolem,ThreeMusketeers,b,0,8,9.80,8,yes,a cannot target b
ElixirGolem,Valkyrie,b,0,6,8.90,6,yes,a cannot target b
ElixirGolem,Wallbreakers,neither,0,0,0.00,0,,neither can target the other
ElixirGolem,Witch,b,0,12,12.50,12,yes,a cannot target b
ElixirGolem,WitchMother,b,0,12,11.70,12,yes,a cannot target b
ElixirGolem,Wizard,b,0,6,8.00,6,yes,a cannot target b
ElixirGolem,Wizard_EV1,b,0,6,8.00,6,yes,a cannot target b
ElixirGolem,Xbow,b,0,28,10.80,28,yes,
ElixirGolem,ZapMachine,b,0,2,7.00,2,yes,a cannot target b
ElixirGolem,goblinstein_doctor,b,0,12,21.10,12,yes,a cannot target b
ElixirGolem2,ElixirGolem4,neither,0,0,0.00,0,,neither can target the other
ElixirGolem2,FireSpirits,stalemate,0,1,300.00,0,,a cannot target b; neither dies inside five minutes
ElixirGolem2,Firecracker,b,0,12,35.35,12,yes,a cannot target b
ElixirGolem2,FirespiritHut,b,0,5,8.00,5,yes,a cannot target b
ElixirGolem2,Fisherman,b,0,4,5.10,4,yes,a cannot target b
ElixirGolem2,Ghost,b,0,3,4.80,3,yes,a cannot target b
ElixirGolem2,Giant,neither,0,0,0.00,0,,neither can target the other
ElixirGolem2,GiantBuffer,neither,0,0,0.00,0,,neither can target the other
ElixirGolem2,GiantSkeleton,b,0,3,3.60,3,yes,a cannot target b
ElixirGolem2,GoblinDemolisher,b,0,5,5.00,5,yes,a cannot target b
ElixirGolem2,GoblinGang,b,0,7,7.25,7,yes,a cannot target b
ElixirGolem2,GoblinGiant,neither,0,0,0.00,0,,neither can target the other
ElixirGolem2,GoblinMachine,b,0,4,4.30,4,yes,a cannot target b
ElixirGolem2,Goblins,b,0,7,7.25,7,yes,a cannot target b
ElixirGolem2,Goblinstein,neither,0,0,0.00,0,,neither can target the other
ElixirGolem2,GoldenKnight,b,0,5,4.30,5,yes,a cannot target b
ElixirGolem2,Golem,neither,0,0,0.00,0,,neither can target the other
ElixirGolem2,Golemite,neither,0,0,0.00,0,,neither can target the other
ElixirGolem2,Heal,stalemate,0,1,300.00,0,,a cannot target b; neither dies inside five minutes
ElixirGolem2,HogRider,neither,0,0,0.00,0,,neither can target the other
ElixirGolem2,IceGolemite,neither,0,0,0.00,0,,neither can target the other
ElixirGolem2,IceSpirits,stalemate,0,1,300.00,0,,a cannot target b; neither dies inside five minutes
ElixirGolem2,IceWizard,b,0,9,14.80,9,yes,a cannot target b
ElixirGolem2,InfernoDragon,b,0,8,4.00,8,yes,a cannot target b
ElixirGolem2,InfernoTower,b,0,7,3.60,7,yes,
ElixirGolem2,KingTower,b,2,9,8.50,6,,
ElixirGolem2,Knight,b,0,4,4.30,4,yes,a cannot target b
ElixirGolem2,LavaHound,neither,0,0,0.00,0,,neither can target the other
ElixirGolem2,LavaPups,b,0,10,16.00,10,yes,a cannot target b
ElixirGolem2,LittlePrince,b,0,8,9.20,8,yes,a cannot target b
ElixirGolem2,MegaKnight,b,0,3,4.60,3,yes,a cannot target b
ElixirGolem2,MegaMinion,b,0,3,4.10,3,yes,a cannot target b
ElixirGolem2,MightyMiner,b,0,7,3.10,7,yes,a cannot target b
ElixirGolem2,Miner,b,0,4,4.70,4,yes,a cannot target b
ElixirGolem2,MiniPekka,b,0,2,2.70,2,yes,a cannot target b
ElixirGolem2,MiniSparkys,b,0,7,14.60,7,yes,a cannot target b
ElixirGolem2,MinionHorde,b,0,8,9.10,8,yes,a cannot target b
ElixirGolem2,Minions,b,0,8,9.10,8,yes,a cannot target b
ElixirGolem2,Monk,b,0,6,4.60,6,yes,a cannot target b
ElixirGolem2,Mortar,b,2,3,13.10,2,,
ElixirGolem2,MovingCannon,b,0,4,3.10,4,yes,a cannot target b
ElixirGolem2,Musketeer,b,0,4,3.30,4,yes,a cannot target b
ElixirGolem2,Musketeer_EV1,b,0,4,3.30,4,yes,a cannot target b
ElixirGolem2,Pekka,b,0,1,1.30,1,yes,a cannot target b
ElixirGolem2,Phoenix,b,0,4,3.40,4,yes,a cannot target b
ElixirGolem2,Prince,b,0,2,2.30,2,yes,a cannot target b
ElixirGolem2,PrincessTower,b,0,9,6.40,9,yes,
ElixirGolem2,RageBarbarian,b,0,3,2.05,3,yes,a cannot target b
ElixirGolem2,RamRider,neither,0,0,0.00,0,,neither can target the other
ElixirGolem2,RascalGirl,b,0,7,6.50,7,yes,a cannot target b
ElixirGolem2,Rascals,b,0,4,5.60,4,yes,a cannot target b
ElixirGolem2,Ronin,b,0,3,3.80,3,yes,a cannot target b
ElixirGolem2,RoyalGiant,neither,0,0,0.00,0,,neither can target the other
ElixirGolem2,RoyalHogs,neither,0,0,0.00,0,,neither can target the other
ElixirGolem2,RoyalRecruits,b,0,6,7.30,6,yes,a cannot target b
ElixirGolem2,SkeletonArmy,b,0,10,10.70,10,yes,a cannot target b
ElixirGolem2,SkeletonDragons,b,0,6,11.60,6,yes,a cannot target b
ElixirGolem2,SkeletonKing,b,0,4,6.10,4,yes,a cannot target b
ElixirGolem2,SkeletonWarriors,b,0,7,6.50,7,yes,a cannot target b
ElixirGolem2,Skeletons,b,0,10,10.70,10,yes,a cannot target b
ElixirGolem2,SpearGoblins,b,0,10,15.50,10,yes,a cannot target b
ElixirGolem2,Tesla,b,0,4,4.00,4,yes,
ElixirGolem2,ThreeMusketeers,b,0,4,4.60,4,yes,a cannot target b
ElixirGolem2,Valkyrie,b,0,3,4.40,3,yes,a cannot target b
ElixirGolem2,Wallbreakers,neither,0,0,0.00,0,,neither can target the other
ElixirGolem2,Witch,b,0,6,5.90,6,yes,a cannot target b
ElixirGolem2,WitchMother,b,0,6,5.70,6,yes,a cannot target b
ElixirGolem2,Wizard,b,0,3,3.80,3,yes,a cannot target b
ElixirGolem2,Wizard_EV1,b,0,3,3.80,3,yes,a cannot target b
ElixirGolem2,Xbow,b,0,14,5.20,14,yes,
ElixirGolem2,ZapMachine,b,0,1,3.00,1,yes,a cannot target b
ElixirGolem2,goblinstein_doctor,b,0,6,10.30,6,yes,a cannot target b
ElixirGolem4,FireSpirits,stalemate,0,1,300.00,0,,a cannot target b; neither dies inside five minutes
ElixirGolem4,Firecracker,b,0,6,17.35,6,yes,a cannot target b
ElixirGolem4,FirespiritHut,b,0,3,4.60,3,yes,a cannot target b
ElixirGolem4,Fisherman,b,0,2,2.50,2,yes,a cannot target b
ElixirGolem4,Ghost,b,0,2,3.00,2,yes,a cannot target b
ElixirGolem4,Giant,neither,0,0,0.00,0,,neither can target the other
ElixirGolem4,GiantBuffer,neither,0,0,0.00,0,,neither can target the other
ElixirGolem4,GiantSkeleton,b,0,2,2.30,2,yes,a cannot target b
ElixirGolem4,GoblinDemolisher,b,0,2,1.70,2,yes,a cannot target b
ElixirGolem4,GoblinGang,b,0,3,2.85,3,yes,a cannot target b
ElixirGolem4,GoblinGiant,neither,0,0,0.00,0,,neither can target the other
ElixirGolem4,GoblinMachine,b,0,2,1.90,2,yes,a cannot target b
ElixirGolem4,Goblins,b,0,3,2.85,3,yes,a cannot target b
ElixirGolem4,Goblinstein,neither,0,0,0.00,0,,neither can target the other
ElixirGolem4,GoldenKnight,b,0,3,2.50,3,yes,a cannot target b
ElixirGolem4,Golem,neither,0,0,0.00,0,,neither can target the other
ElixirGolem4,Golemite,neither,0,0,0.00,0,,neither can target the other
ElixirGolem4,Heal,stalemate,0,1,300.00,0,,a cannot target b; neither dies inside five minutes
ElixirGolem4,HogRider,neither,0,0,0.00,0,,neither can target the other
ElixirGolem4,IceGolemite,neither,0,0,0.00,0,,neither can target the other
ElixirGolem4,IceSpirits,stalemate,0,1,300.00,0,,a cannot target b; neither dies inside five minutes
ElixirGolem4,IceWizard,b,0,5,8.00,5,yes,a cannot target b
ElixirGolem4,InfernoDragon,b,0,5,2.80,5,yes,a cannot target b
ElixirGolem4,InfernoTower,b,0,4,2.40,4,yes,
ElixirGolem4,KingTower,b,0,4,3.50,4,yes,
ElixirGolem4,Knight,b,0,2,1.90,2,yes,a cannot target b
ElixirGolem4,LavaHound,neither,0,0,0.00,0,,neither can target the other
ElixirGolem4,LavaPups,b,0,5,7.50,5,yes,a cannot target b
ElixirGolem4,LittlePrince,b,0,4,4.40,4,yes,a cannot target b
ElixirGolem4,MegaKnight,b,0,2,2.90,2,yes,a cannot target b
ElixirGolem4,MegaMinion,b,0,2,2.60,2,yes,a cannot target b
ElixirGolem4,MightyMiner,b,0,5,2.30,5,yes,a cannot target b
ElixirGolem4,Miner,b,0,2,2.10,2,yes,a cannot target b
ElixirGolem4,MiniPekka,b,0,1,1.10,1,yes,a cannot target b
ElixirGolem4,MiniSparkys,b,0,4,8.00,4,yes,a cannot target b
ElixirGolem4,MinionHorde,b,0,4,4.30,4,yes,a cannot target b
ElixirGolem4,Minions,b,0,4,4.30,4,yes,a cannot target b
ElixirGolem4,Monk,b,0,3,2.20,3,yes,a cannot target b
ElixirGolem4,Mortar,b,1,2,8.40,1,,
ElixirGolem4,MovingCannon,b,0,2,1.30,2,yes,a cannot target b
ElixirGolem4,Musketeer,b,0,2,1.30,2,yes,a cannot target b
ElixirGolem4,Musketeer_EV1,b,0,2,1.30,2,yes,a cannot target b
ElixirGolem4,Pekka,b,0,1,1.30,1,yes,a cannot target b
ElixirGolem4,Phoenix,b,0,2,1.40,2,yes,a cannot target b
ElixirGolem4,Prince,b,0,1,0.90,1,yes,a cannot target b
ElixirGolem4,PrincessTower,b,0,4,2.40,4,yes,
ElixirGolem4,RageBarbarian,b,0,2,1.25,2,yes,a cannot target b
ElixirGolem4,RamRider,neither,0,0,0.00,0,,neither can target the other
ElixirGolem4,RascalGirl,b,0,3,2.50,3,yes,a cannot target b
ElixirGolem4,Rascals,b,0,2,2.60,2,yes,a cannot target b
ElixirGolem4,Ronin,b,0,1,1.00,1,yes,a cannot target b
ElixirGolem4,RoyalGiant,neither,0,0,0.00,0,,neither can target the other
ElixirGolem4,RoyalHogs,neither,0,0,0.00,0,,neither can target the other
ElixirGolem4,RoyalRecruits,b,0,3,3.40,3,yes,a cannot target b
ElixirGolem4,SkeletonArmy,b,0,5,5.20,5,yes,a cannot target b
ElixirGolem4,SkeletonDragons,b,0,3,5.60,3,yes,a cannot target b
ElixirGolem4,SkeletonKing,b,0,2,2.90,2,yes,a cannot target b
ElixirGolem4,SkeletonWarriors,b,0,4,3.50,4,yes,a cannot target b
ElixirGolem4,Skeletons,b,0,5,5.20,5,yes,a cannot target b
ElixirGolem4,SpearGoblins,b,0,5,7.50,5,yes,a cannot target b
ElixirGolem4,Tesla,b,0,2,1.80,2,yes,
ElixirGolem4,ThreeMusketeers,b,0,2,2.00,2,yes,a cannot target b
ElixirGolem4,Valkyrie,b,0,2,2.90,2,yes,a cannot target b
ElixirGolem4,Wallbreakers,neither,0,0,0.00,0,,neither can target the other
ElixirGolem4,Witch,b,0,3,2.60,3,yes,a cannot target b
ElixirGolem4,WitchMother,b,0,3,2.70,3,yes,a cannot target b
ElixirGolem4,Wizard,b,0,2,2.40,2,yes,a cannot target b
ElixirGolem4,Wizard_EV1,b,0,2,2.40,2,yes,a cannot target b
ElixirGolem4,Xbow,b,0,7,2.40,7,yes,
ElixirGolem4,ZapMachine,b,0,1,3.00,1,yes,a cannot target b
ElixirGolem4,goblinstein_doctor,b,0,3,4.90,3,yes,a cannot target b
FireSpirits,Firecracker,b,1,4,11.35,0,,
FireSpirits,FirespiritHut,b,1,2,2.90,1,,
FireSpirits,Fisherman,b,1,2,3.80,0,,
FireSpirits,Ghost,b,1,1,2.07,0,,
FireSpirits,Giant,stalemate,1,0,300.00,0,,b cannot target a; neither dies inside five minutes
FireSpirits,GiantBuffer,stalemate,1,0,300.00,0,,b cannot target a; neither dies inside five minutes
FireSpirits,GiantSkeleton,b,1,1,2.70,0,,
FireSpirits,GoblinDemolisher,b,1,2,1.70,1,,
FireSpirits,GoblinGang,a,1,0,0.10,1,yes,
FireSpirits,GoblinGiant,stalemate,1,0,300.00,0,,b cannot target a; neither dies inside five minutes
FireSpirits,GoblinMachine,b,1,1,2.00,0,,
FireSpirits,Goblins,a,1,0,0.10,1,yes,
FireSpirits,Goblinstein,stalemate,1,0,300.00,0,,b cannot target a; neither dies inside five minutes
FireSpirits,GoldenKnight,b,1,2,2.90,0,,
FireSpirits,Golem,stalemate,1,0,300.00,0,,b cannot target a; neither dies inside five minutes
FireSpirits,Golemite,stalemate,1,0,300.00,0,,b cannot target a; neither dies inside five minutes
FireSpirits,Heal,stalemate,1,1,300.00,0,,neither dies inside five minutes
FireSpirits,HogRider,stalemate,1,0,300.00,0,,b cannot target a; neither dies inside five minutes
FireSpirits,IceGolemite,stalemate,1,0,300.00,0,,b cannot target a; neither dies inside five minutes
FireSpirits,IceSpirits,stalemate,1,1,300.00,0,,neither dies inside five minutes
FireSpirits,IceWizard,b,1,3,4.60,1,,
FireSpirits,InfernoDragon,b,1,4,2.40,0,,
FireSpirits,InfernoTower,b,1,3,2.00,2,,
FireSpirits,KingTower,b,1,3,2.50,2,,
FireSpirits,Knight,b,1,2,3.20,0,,
FireSpirits,LavaHound,stalemate,1,0,300.00,0,,b cannot target a; neither dies inside five minutes
FireSpirits,LavaPups,b,1,3,5.00,0,,
FireSpirits,LittlePrince,b,1,3,3.20,1,,
FireSpirits,MegaKnight,b,1,1,2.50,0,,
FireSpirits,MegaMinion,b,1,1,2.00,0,,
FireSpirits,MightyMiner,b,1,5,3.20,0,,
FireSpirits,Miner,b,1,2,2.97,0,,
FireSpirits,MiniPekka,b,1,1,2.23,0,,
FireSpirits,MiniSparkys,b,1,2,3.60,0,,
FireSpirits,MinionHorde,b,1,3,3.10,0,,
FireSpirits,Minions,b,1,3,3.10,0,,
FireSpirits,Monk,b,1,2,2.70,0,,
FireSpirits,Mortar,b,0,1,3.70,1,yes,
FireSpirits,MovingCannon,b,0,2,1.30,2,yes,
FireSpirits,Musketeer,b,0,1,0.30,1,yes,
FireSpirits,Musketeer_EV1,b,0,1,0.30,1,yes,
FireSpirits,Pekka,b,1,1,3.03,0,,
FireSpirits,Phoenix,b,1,1,1.30,0,,
FireSpirits,Prince,b,1,1,1.80,0,,
FireSpirits,PrincessTower,b,0,3,1.60,3,yes,
FireSpirits,RageBarbarian,b,1,1,1.30,0,,
FireSpirits,RamRider,stalemate,1,0,300.00,0,,b cannot target a; neither dies inside five minutes
FireSpirits,RascalGirl,b,1,2,1.50,1,,
FireSpirits,Rascals,b,1,1,2.80,0,,
FireSpirits,Ronin,b,1,1,1.87,0,,
FireSpirits,RoyalGiant,stalemate,1,0,300.00,0,,b cannot target a; neither dies inside five minutes
FireSpirits,RoyalHogs,stalemate,1,0,300.00,0,,b cannot target a; neither dies inside five minutes
FireSpirits,RoyalRecruits,b,1,2,3.00,0,,
FireSpirits,SkeletonArmy,a,1,0,0.10,1,yes,
FireSpirits,SkeletonDragons,b,1,2,3.60,0,,
FireSpirits,SkeletonKing,b,1,2,4.20,0,,
FireSpirits,SkeletonWarriors,b,1,2,2.10,0,,
FireSpirits,Skeletons,a,1,0,0.10,1,yes,
FireSpirits,SpearGoblins,a,1,1,1.35,0,,
FireSpirits,Tesla,b,0,1,0.70,1,yes,
FireSpirits,ThreeMusketeers,b,1,2,2.00,1,,
FireSpirits,Valkyrie,b,1,1,2.70,0,,
FireSpirits,Wallbreakers,stalemate,1,0,300.00,0,,b cannot target a; neither dies inside five minutes
FireSpirits,Witch,b,0,2,1.50,2,yes,
FireSpirits,WitchMother,b,1,2,1.70,1,,
FireSpirits,Wizard,b,0,1,1.00,1,yes,
FireSpirits,Wizard_EV1,b,0,1,1.00,1,yes,
FireSpirits,Xbow,b,0,4,1.20,4,yes,
FireSpirits,ZapMachine,b,1,1,3.00,0,,
FireSpirits,goblinstein_doctor,b,1,2,3.10,1,,
Firecracker,FirespiritHut,b,1,2,3.40,1,,
Firecracker,Fisherman,b,2,2,7.30,0,,
Firecracker,Ghost,b,2,2,6.20,0,,
Firecracker,Giant,a,62,0,185.35,62,yes,b cannot target a
Firecracker,GiantBuffer,a,44,0,131.35,44,yes,b cannot target a
Firecracker,GiantSkeleton,b,2,2,7.50,0,,
Firecracker,GoblinDemolisher,b,1,2,2.70,1,,
Firecracker,GoblinGang,b,2,3,5.45,0,,
Firecracker,GoblinGiant,a,49,0,146.35,49,yes,b cannot target a
Firecracker,GoblinMachine,b,2,2,6.70,0,,
Firecracker,Goblins,b,2,3,5.45,0,,
Firecracker,Goblinstein,a,38,0,113.35,38,yes,b cannot target a
Firecracker,GoldenKnight,b,2,2,6.40,0,,
Firecracker,Golem,a,80,0,239.35,80,yes,b cannot target a
Firecracker,Golemite,a,17,0,50.35,17,yes,b cannot target a
Firecracker,Heal,a,4,1,11.35,0,,
Firecracker,HogRider,a,27,0,80.35,27,yes,b cannot target a
Firecracker,IceGolemite,a,21,0,62.35,21,yes,b cannot target a
Firecracker,IceSpirits,a,4,1,11.35,0,,
Firecracker,IceWizard,b,2,4,6.80,1,,
Firecracker,InfernoDragon,b,1,4,4.90,0,,
Firecracker,InfernoTower,b,1,4,2.40,3,,
Firecracker,KingTower,b,1,4,3.50,3,,
